"","speccode","english_name","scientific_name","taxonomic_rank","P.1","P.2","P.3","lat_mean.P.1","distrib.core","scientific_name_ET","PassNonPass","IOCOrder","Taxo","english_name_ET","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","migrate.strategy.3","migrate.strategy.4","migrate.distance"
"144",457,"Starling","Sturnus vulgaris","Species",2720,2620,2576,54.1256480126803,"south","Sturnus vulgaris","Passeriformes","Passeriformes","BL3","Common Starling",20,0,10,0,0,10,30,10,20,0,"Omnivore","Ref_14","A","Carolina",0,0,80,20,0,0,0,0,"Ref_36",1,"Jessica",0,77.14,"Dunning08",1,"","","partial_mig","variable",2580.36384250733
"145",459,"House Sparrow","Passer domesticus","Species",2669,2525,2586,54.0759344138313,"south","Passer domesticus","Passeriformes","Passeriformes","BL3","House Sparrow",10,0,0,0,0,0,0,0,60,30,"PlantSeed","Ref_14","A","Carolina",0,0,50,50,0,0,0,0,"Ref_27",1,"Jessica",0,26.51,"Dunning08",1,"","","resident","resident",0
"146",461,"Tree Sparrow","Passer montanus","Species",1675,1346,998,53.3783671739694,"south","Passer montanus","Passeriformes","Passeriformes","BL3","Eurasian Tree Sparrow",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_14","A","Carolina",0,0,33,33,33,0,0,0,"Ref_27",1,"Jessica",0,21.39,"Dunning08",1,"","","resident","resident",0
"147",466,"Chaffinch","Fringilla coelebs","Species",2588,2602,2665,53.895463091108,"south","Fringilla coelebs","Passeriformes","Passeriformes","BL3","Eurasian Chaffinch",60,0,0,0,0,0,0,0,20,20,"Invertebrate","Ref_15","A","Jennifer",0,0,40,30,30,0,0,0,"Ref_27",1,"Other",0,23.81,"Dunning08",1,"","","partial_mig","variable",1734.11838094111
"148",470,"Greenfinch","Chloris chloris","Species",2390,2323,2549,53.6718544946374,"south","Carduelis chloris","Passeriformes","Passeriformes","BL3","European Greenfinch",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_15","A","Jennifer",0,0,40,30,30,0,0,0,"Ref_27",1,"Jessica",0,26,"Dunning08",1,"","","partial_mig","short",1153.49111130519
"149",471,"Goldfinch","Carduelis carduelis","Species",2099,2209,2440,53.1742738266307,"south","Carduelis carduelis","Passeriformes","Passeriformes","BL3","European Goldfinch",10,0,0,0,0,0,20,0,40,30,"PlantSeed","Ref_15","A","Jennifer",0,0,20,60,20,0,0,0,"Ref_27",1,"Jessica",0,16,"Dunning08",1,"","","partial_mig","short",2067.32709956863
"150",472,"Siskin","Spinus spinus","Species",625,1158,1782,56.0290067064153,"north","Carduelis spinus","Passeriformes","Passeriformes","BL3","Eurasian Siskin",10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_27",1,"Jessica",0,13.24,"Dunning08",1,"","","partial_mig","variable",1892.2282748597
"151",473,"Linnet","Linaria cannabina","Species",2383,2268,2406,53.6076725082691,"south","Carduelis cannabina","Passeriformes","Passeriformes","BL3","Eurasian Linnet",20,0,0,0,0,0,20,0,60,0,"PlantSeed","Ref_15","A","Jennifer",0,0,60,20,20,0,0,0,"Ref_27",1,"Jessica",0,19.53,"Dunning08",1,"","","partial_mig","short",1474.10276375639
"152",474,"Twite","Linaria flavirostris","Species",657,651,536,57.0965991624724,"north","Carduelis flavirostris","Passeriformes","Passeriformes","BL3","Twite",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_15","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_27",1,"Jessica",0,15.4,"Dunning08",1,"","","partial_mig","variable",2698.93042510649
"153",484,"Bullfinch","Pyrrhula pyrrhula","Species",2326,2173,2299,53.6386454092344,"south","Pyrrhula pyrrhula","Passeriformes","Passeriformes","BL3","Eurasian Bullfinch",10,0,0,0,0,0,10,0,30,50,"PlantSeed","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_27",1,"Jessica",0,24.26,"Dunning08",1,"","","partial_mig","short",1539.43212328489
"154",485,"Hawfinch","Coccothraustes coccothraustes","Species",459,315,113,52.5409398912384,"south","Coccothraustes coccothraustes","Passeriformes","Passeriformes","BL3","Hawfinch",10,0,0,0,0,0,20,0,30,40,"PlantSeed","Ref_15","A","Jennifer",0,0,0,20,60,20,0,0,"Ref_27",1,"Jessica",0,56.63,"Dunning08",1,"","","partial_mig","variable",1845.84947669902
"155",514,"Yellowhammer","Emberiza citrinella","Species",2438,2222,1939,53.7307306480268,"south","Emberiza citrinella","Passeriformes","Passeriformes","BL3","Yellowhammer",30,0,0,0,0,0,0,0,60,10,"PlantSeed","Other","D1","",0,0,100,0,0,0,0,0,"Ref_32",1,"Christian",0,29.7,"Dunning08",1,"","","partial_mig","short",1499.26043189403
"156",524,"Reed Bunting","Emberiza schoeniclus","Species",2480,2188,2351,54.0120480180041,"south","Emberiza schoeniclus","Passeriformes","Passeriformes","BL3","Reed Bunting",30,0,0,0,0,0,0,0,50,20,"PlantSeed","Ref_20","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,18.4,"Dunning08",1,"","","strict_mig","variable",2829.0076377815
"157",528,"Corn Bunting","Emberiza calandra","Species",1358,921,596,53.6404463034457,"south","Miliaria calandra","Passeriformes","Passeriformes","BL3","Corn Bunting",30,0,0,0,0,0,0,0,50,20,"PlantSeed","Ref_20","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,48.5,"Dunning08",1,"","","partial_mig","short",1767.05817582888
"158",900,"Rock Pipit","Anthus petrosus","Species",735,654,712,55.5791107387748,"north","Anthus petrosus","Passeriformes","Passeriformes","BL3","Rock Pipit",60,0,0,20,0,0,0,0,20,0,"Invertebrate","Ref_9","A","Carolina",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,22.4,"Dunning08",1,"","","partial_mig","short",956.182397713602
"159",910,"Hooded Crow","Corvus cornix","Species",682,687,679,57.4258841420795,"north","Corvus corone","Passeriformes","Passeriformes","BL3","Carrion Crow",30,20,20,0,0,20,0,0,10,0,"VertFishScav","Ref_14","A","Carolina",0,0,90,0,0,0,10,0,"Ref_30",1,"Walter; Christian",0,570,"Dunning08",1,"","","partial_mig","variable",2133.67126720447
"160",1079,"Lesser Redpoll","Acanthis cabaret","Species",1979,1754,1547,54.3732391343209,"north","Carduelis flammea","Passeriformes","Passeriformes","BL3","Common Redpoll",30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_15","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_27",1,"Jessica",0,13,"Dunning08",1,"","","partial_mig","variable",1536.21779456656
